time,SSD_sum [h],GLO_real_daysum_kWh [kW h m-2],lat,lon
2022-07-23T00:00+00:00,13.0,6.588,48.224236,16.350174
2022-07-24T00:00+00:00,13.3,7.406,48.224236,16.350174
2022-07-25T00:00+00:00,13.8,7.129,48.224236,16.350174
2022-07-26T00:00+00:00,3.0,3.281,48.224236,16.350174
2022-07-27T00:00+00:00,6.5,5.113,48.224236,16.350174
2022-07-28T00:00+00:00,13.5,7.03,48.224236,16.350174
2022-07-29T00:00+00:00,6.8,4.925,48.224236,16.350174
2022-07-30T00:00+00:00,3.3,3.336,48.224236,16.350174
2022-07-31T00:00+00:00,11.8,6.79,48.224236,16.350174
2022-08-01T00:00+00:00,10.3,5.48,48.224236,16.350174
2022-08-02T00:00+00:00,13.5,5.893,48.224236,16.350174
2022-08-03T00:00+00:00,13.8,7.117,48.224236,16.350174
2022-08-04T00:00+00:00,13.8,7.041,48.224236,16.350174
2022-08-05T00:00+00:00,12.8,6.857,48.224236,16.350174
2022-08-06T00:00+00:00,8.3,3.992,48.224236,16.350174
2022-08-07T00:00+00:00,7.5,4.841,48.224236,16.350174
2022-08-08T00:00+00:00,2.3,2.762,48.224236,16.350174
2022-08-09T00:00+00:00,13.5,6.816,48.224236,16.350174
2022-08-10T00:00+00:00,13.3,6.54,48.224236,16.350174
2022-08-11T00:00+00:00,11.3,5.762,48.224236,16.350174
2022-08-12T00:00+00:00,11.8,6.763,48.224236,16.350174
2022-08-13T00:00+00:00,9.8,5.054,48.224236,16.350174
2022-08-14T00:00+00:00,12.3,5.066,48.224236,16.350174
2022-08-15T00:00+00:00,12.5,6.718,48.224236,16.350174
2022-08-16T00:00+00:00,13.3,6.639,48.224236,16.350174
2022-08-17T00:00+00:00,13.3,6.507,48.224236,16.350174
2022-08-18T00:00+00:00,11.3,6.369,48.224236,16.350174
2022-08-19T00:00+00:00,6.3,3.91,48.224236,16.350174
2022-08-20T00:00+00:00,7.5,4.431,48.224236,16.350174
2022-08-21T00:00+00:00,8.8,3.691,48.224236,16.350174
2022-08-22T00:00+00:00,9.0,4.115,48.224236,16.350174
2022-08-23T00:00+00:00,10.3,3.905,48.224236,16.350174
2022-08-24T00:00+00:00,12.5,5.439,48.224236,16.350174
2022-08-25T00:00+00:00,12.5,5.098,48.224236,16.350174
2022-08-26T00:00+00:00,12.8,5.794,48.224236,16.350174
2022-08-27T00:00+00:00,11.3,5.551,48.224236,16.350174
2022-08-28T00:00+00:00,8.3,4.832,48.224236,16.350174
2022-08-29T00:00+00:00,11.0,5.731,48.224236,16.350174
2022-08-30T00:00+00:00,12.5,5.776,48.224236,16.350174
2022-08-31T00:00+00:00,5.5,3.699,48.224236,16.350174
2022-09-01T00:00+00:00,11.3,5.433,48.224236,16.350174
2022-09-02T00:00+00:00,12.3,5.86,48.224236,16.350174
2022-09-03T00:00+00:00,12.0,5.701,48.224236,16.350174
2022-09-04T00:00+00:00,7.5,3.87,48.224236,16.350174
2022-09-05T00:00+00:00,11.8,5.272,48.224236,16.350174
2022-09-06T00:00+00:00,11.5,5.351,48.224236,16.350174
2022-09-07T00:00+00:00,11.0,5.314,48.224236,16.350174
2022-09-08T00:00+00:00,7.8,4.31,48.224236,16.350174
2022-09-09T00:00+00:00,6.0,4.002,48.224236,16.350174
2022-09-10T00:00+00:00,11.0,4.989,48.224236,16.350174
2022-09-11T00:00+00:00,6.3,3.469,48.224236,16.350174
2022-09-12T00:00+00:00,11.0,4.814,48.224236,16.350174
2022-09-13T00:00+00:00,10.8,4.944,48.224236,16.350174
2022-09-14T00:00+00:00,6.3,3.26,48.224236,16.350174
2022-09-15T00:00+00:00,3.0,2.328,48.224236,16.350174
2022-09-16T00:00+00:00,1.0,2.437,48.224236,16.350174
2022-09-17T00:00+00:00,0.0,1.682,48.224236,16.350174
2022-09-18T00:00+00:00,9.3,3.983,48.224236,16.350174
2022-09-19T00:00+00:00,8.8,4.036,48.224236,16.350174
2022-09-20T00:00+00:00,5.0,3.129,48.224236,16.350174
2022-09-21T00:00+00:00,10.8,4.269,48.224236,16.350174
2022-09-22T00:00+00:00,9.3,3.873,48.224236,16.350174
2022-09-23T00:00+00:00,11.0,4.542,48.224236,16.350174
2022-09-24T00:00+00:00,7.5,4.048,48.224236,16.350174
2022-09-25T00:00+00:00,1.8,2.029,48.224236,16.350174
2022-09-26T00:00+00:00,6.3,3.377,48.224236,16.350174
2022-09-27T00:00+00:00,0.0,1.948,48.224236,16.350174
2022-09-28T00:00+00:00,7.8,3.987,48.224236,16.350174
2022-09-29T00:00+00:00,6.8,3.456,48.224236,16.350174
2022-09-30T00:00+00:00,,,48.224236,16.350174
2022-10-01T00:00+00:00,4.8,2.207,48.224236,16.350174
2022-10-02T00:00+00:00,3.3,2.3,48.224236,16.350174
2022-10-03T00:00+00:00,9.8,3.58,48.224236,16.350174
2022-10-04T00:00+00:00,8.5,2.76,48.224236,16.350174
2022-10-05T00:00+00:00,8.8,2.948,48.224236,16.350174
2022-10-06T00:00+00:00,10.3,3.669,48.224236,16.350174
2022-10-07T00:00+00:00,10.3,3.651,48.224236,16.350174
2022-10-08T00:00+00:00,10.0,3.403,48.224236,16.350174
2022-10-09T00:00+00:00,10.0,3.801,48.224236,16.350174
2022-10-10T00:00+00:00,7.5,2.971,48.224236,16.350174
2022-10-11T00:00+00:00,9.5,3.354,48.224236,16.350174
2022-10-12T00:00+00:00,7.5,2.823,48.224236,16.350174
2022-10-13T00:00+00:00,9.0,2.191,48.224236,16.350174
2022-10-14T00:00+00:00,1.8,1.867,48.224236,16.350174
2022-10-15T00:00+00:00,0.0,1.544,48.224236,16.350174
2022-10-16T00:00+00:00,6.3,2.283,48.224236,16.350174
2022-10-17T00:00+00:00,8.8,3.007,48.224236,16.350174
2022-10-18T00:00+00:00,8.5,2.968,48.224236,16.350174
2022-10-19T00:00+00:00,9.8,2.723,48.224236,16.350174
2022-10-20T00:00+00:00,9.3,3.079,48.224236,16.350174
2022-10-21T00:00+00:00,6.5,2.183,48.224236,16.350174
2022-10-22T00:00+00:00,0.3,1.299,48.224236,16.350174
2022-10-23T00:00+00:00,8.3,2.75,48.224236,16.350174
2022-10-24T00:00+00:00,8.8,2.394,48.224236,16.350174
2022-10-25T00:00+00:00,9.0,2.619,48.224236,16.350174
2022-10-26T00:00+00:00,0.5,1.448,48.224236,16.350174
2022-10-27T00:00+00:00,8.8,2.834,48.224236,16.350174
2022-10-28T00:00+00:00,0.0,0.957,48.224236,16.350174
2022-10-29T00:00+00:00,1.3,1.258,48.224236,16.350174
2022-10-30T00:00+00:00,2.5,1.249,48.224236,16.350174
2022-10-31T00:00+00:00,2.0,1.238,48.224236,16.350174
2022-11-01T00:00+00:00,5.8,1.181,48.224236,16.350174
2022-11-02T00:00+00:00,9.0,2.203,48.224236,16.350174
2022-11-03T00:00+00:00,8.8,1.992,48.224236,16.350174
2022-11-04T00:00+00:00,1.0,0.538,48.224236,16.350174
2022-11-05T00:00+00:00,1.0,0.812,48.224236,16.350174
2022-11-06T00:00+00:00,9.0,2.251,48.224236,16.350174
2022-11-07T00:00+00:00,6.3,1.47,48.224236,16.350174
2022-11-08T00:00+00:00,1.0,0.509,48.224236,16.350174
2022-11-09T00:00+00:00,5.3,1.101,48.224236,16.350174
2022-11-10T00:00+00:00,1.5,0.614,48.224236,16.350174
2022-11-11T00:00+00:00,7.5,1.467,48.224236,16.350174
2022-11-12T00:00+00:00,8.0,1.823,48.224236,16.350174
2022-11-13T00:00+00:00,8.8,1.509,48.224236,16.350174
2022-11-14T00:00+00:00,7.8,1.659,48.224236,16.350174
2022-11-15T00:00+00:00,2.0,0.522,48.224236,16.350174
2022-11-16T00:00+00:00,2.3,0.56,48.224236,16.350174
2022-11-17T00:00+00:00,2.3,0.751,48.224236,16.350174
2022-11-18T00:00+00:00,0.0,0.337,48.224236,16.350174
2022-11-19T00:00+00:00,4.8,0.94,48.224236,16.350174
2022-11-20T00:00+00:00,2.3,0.778,48.224236,16.350174
2022-11-21T00:00+00:00,2.0,0.788,48.224236,16.350174
2022-11-22T00:00+00:00,0.0,0.451,48.224236,16.350174
2022-11-23T00:00+00:00,0.8,0.53,48.224236,16.350174
2022-11-24T00:00+00:00,0.8,0.526,48.224236,16.350174
2022-11-25T00:00+00:00,8.3,1.49,48.224236,16.350174
2022-11-26T00:00+00:00,4.5,0.8,48.224236,16.350174
2022-11-27T00:00+00:00,8.3,1.105,48.224236,16.350174
2022-11-28T00:00+00:00,5.5,1.122,48.224236,16.350174
2022-11-29T00:00+00:00,3.0,0.834,48.224236,16.350174
2022-11-30T00:00+00:00,2.0,0.597,48.224236,16.350174
2022-12-01T00:00+00:00,2.8,0.902,48.224236,16.350174
2022-12-02T00:00+00:00,0.0,0.435,48.224236,16.350174
2022-12-03T00:00+00:00,1.3,0.638,48.224236,16.350174
2022-12-04T00:00+00:00,2.5,0.766,48.224236,16.350174
2022-12-05T00:00+00:00,1.5,0.618,48.224236,16.350174
2022-12-06T00:00+00:00,4.0,0.86,48.224236,16.350174
2022-12-07T00:00+00:00,4.8,1.116,48.224236,16.350174
2022-12-08T00:00+00:00,4.5,0.898,48.224236,16.350174
2022-12-09T00:00+00:00,0.5,0.424,48.224236,16.350174
2022-12-10T00:00+00:00,0.8,0.582,48.224236,16.350174
2022-12-11T00:00+00:00,5.5,1.228,48.224236,16.350174
2022-12-12T00:00+00:00,6.3,1.086,48.224236,16.350174
2022-12-13T00:00+00:00,7.8,1.151,48.224236,16.350174
2022-12-14T00:00+00:00,2.0,0.637,48.224236,16.350174
2022-12-15T00:00+00:00,0.8,0.568,48.224236,16.350174
2022-12-16T00:00+00:00,0.5,0.44,48.224236,16.350174
2022-12-17T00:00+00:00,3.0,0.779,48.224236,16.350174
2022-12-18T00:00+00:00,3.5,0.875,48.224236,16.350174
2022-12-19T00:00+00:00,1.0,0.607,48.224236,16.350174
2022-12-20T00:00+00:00,0.3,0.539,48.224236,16.350174
2022-12-21T00:00+00:00,0.8,0.54,48.224236,16.350174
2022-12-22T00:00+00:00,0.0,0.502,48.224236,16.350174
2022-12-23T00:00+00:00,4.3,0.868,48.224236,16.350174
2022-12-24T00:00+00:00,6.3,1.133,48.224236,16.350174
2022-12-25T00:00+00:00,4.5,1.01,48.224236,16.350174
2022-12-26T00:00+00:00,0.0,0.568,48.224236,16.350174
2022-12-27T00:00+00:00,7.0,1.256,48.224236,16.350174
2022-12-28T00:00+00:00,3.5,0.951,48.224236,16.350174
2022-12-29T00:00+00:00,1.5,0.697,48.224236,16.350174
2022-12-30T00:00+00:00,6.5,1.19,48.224236,16.350174
2022-12-31T00:00+00:00,1.5,0.687,48.224236,16.350174
2023-01-01T00:00+00:00,6.8,1.19,48.224236,16.350174
2023-01-02T00:00+00:00,0.5,0.474,48.224236,16.350174
2023-01-03T00:00+00:00,1.3,0.625,48.224236,16.350174
2023-01-04T00:00+00:00,7.0,1.316,48.224236,16.350174
2023-01-05T00:00+00:00,3.3,0.787,48.224236,16.350174
2023-01-06T00:00+00:00,4.8,0.948,48.224236,16.350174
2023-01-07T00:00+00:00,7.5,1.144,48.224236,16.350174
2023-01-08T00:00+00:00,1.5,0.662,48.224236,16.350174
2023-01-09T00:00+00:00,0.0,0.456,48.224236,16.350174
2023-01-10T00:00+00:00,2.5,0.802,48.224236,16.350174
2023-01-11T00:00+00:00,6.0,1.151,48.224236,16.350174
2023-01-12T00:00+00:00,6.8,1.357,48.224236,16.350174
2023-01-13T00:00+00:00,1.0,0.76,48.224236,16.350174
2023-01-14T00:00+00:00,7.5,1.522,48.224236,16.350174
2023-01-15T00:00+00:00,0.0,0.715,48.224236,16.350174
2023-01-16T00:00+00:00,3.5,0.963,48.224236,16.350174
2023-01-17T00:00+00:00,1.3,0.84,48.224236,16.350174
2023-01-18T00:00+00:00,5.3,1.218,48.224236,16.350174
2023-01-19T00:00+00:00,1.0,0.744,48.224236,16.350174
2023-01-20T00:00+00:00,2.5,0.946,48.224236,16.350174
2023-01-21T00:00+00:00,1.0,0.878,48.224236,16.350174
2023-01-22T00:00+00:00,1.0,0.69,48.224236,16.350174
2023-01-23T00:00+00:00,2.5,0.842,48.224236,16.350174
2023-01-24T00:00+00:00,0.8,0.939,48.224236,16.350174
2023-01-25T00:00+00:00,6.5,1.344,48.224236,16.350174
2023-01-26T00:00+00:00,8.0,1.498,48.224236,16.350174
2023-01-27T00:00+00:00,0.0,0.819,48.224236,16.350174
2023-01-28T00:00+00:00,1.3,0.887,48.224236,16.350174
2023-01-29T00:00+00:00,8.0,1.754,48.224236,16.350174
2023-01-30T00:00+00:00,2.5,1.338,48.224236,16.350174
2023-01-31T00:00+00:00,1.3,1.17,48.224236,16.350174
2023-02-01T00:00+00:00,3.0,1.55,48.224236,16.350174
2023-02-02T00:00+00:00,1.3,1.449,48.224236,16.350174
2023-02-03T00:00+00:00,0.0,1.197,48.224236,16.350174
2023-02-04T00:00+00:00,3.8,1.945,48.224236,16.350174
2023-02-05T00:00+00:00,8.5,2.336,48.224236,16.350174
2023-02-06T00:00+00:00,5.3,2.221,48.224236,16.350174
2023-02-07T00:00+00:00,8.8,2.625,48.224236,16.350174
2023-02-08T00:00+00:00,7.5,2.405,48.224236,16.350174
2023-02-09T00:00+00:00,8.8,2.746,48.224236,16.350174
2023-02-10T00:00+00:00,8.5,2.711,48.224236,16.350174
2023-02-11T00:00+00:00,2.0,1.886,48.224236,16.350174
2023-02-12T00:00+00:00,6.8,2.519,48.224236,16.350174
2023-02-13T00:00+00:00,8.3,2.278,48.224236,16.350174
2023-02-14T00:00+00:00,0.8,1.858,48.224236,16.350174
2023-02-15T00:00+00:00,3.3,2.091,48.224236,16.350174
2023-02-16T00:00+00:00,7.5,2.705,48.224236,16.350174
2023-02-17T00:00+00:00,1.0,1.642,48.224236,16.350174
2023-02-18T00:00+00:00,7.5,2.638,48.224236,16.350174
2023-02-19T00:00+00:00,4.3,2.395,48.224236,16.350174
2023-02-20T00:00+00:00,5.5,2.462,48.224236,16.350174
2023-02-21T00:00+00:00,9.3,2.986,48.224236,16.350174
2023-02-22T00:00+00:00,7.5,2.594,48.224236,16.350174
2023-02-23T00:00+00:00,8.0,2.978,48.224236,16.350174
2023-02-24T00:00+00:00,4.0,2.368,48.224236,16.350174
2023-02-25T00:00+00:00,9.3,3.284,48.224236,16.350174
2023-02-26T00:00+00:00,4.3,2.623,48.224236,16.350174
2023-02-27T00:00+00:00,5.8,2.596,48.224236,16.350174
2023-02-28T00:00+00:00,9.5,3.298,48.224236,16.350174
2023-03-01T00:00+00:00,9.5,3.216,48.224236,16.350174
2023-03-02T00:00+00:00,10.0,3.549,48.224236,16.350174
2023-03-03T00:00+00:00,8.8,3.622,48.224236,16.350174
2023-03-04T00:00+00:00,10.0,3.733,48.224236,16.350174
2023-03-05T00:00+00:00,5.0,2.849,48.224236,16.350174
2023-03-06T00:00+00:00,4.3,2.568,48.224236,16.350174
2023-03-07T00:00+00:00,6.8,3.413,48.224236,16.350174
2023-03-08T00:00+00:00,4.0,2.362,48.224236,16.350174
2023-03-09T00:00+00:00,8.8,3.182,48.224236,16.350174
2023-03-10T00:00+00:00,8.8,3.665,48.224236,16.350174
2023-03-11T00:00+00:00,6.5,3.191,48.224236,16.350174
2023-03-12T00:00+00:00,7.3,3.652,48.224236,16.350174
2023-03-13T00:00+00:00,4.5,2.902,48.224236,16.350174
2023-03-14T00:00+00:00,1.0,2.184,48.224236,16.350174
2023-03-15T00:00+00:00,8.3,3.864,48.224236,16.350174
2023-03-16T00:00+00:00,10.5,4.154,48.224236,16.350174
2023-03-17T00:00+00:00,10.3,4.024,48.224236,16.350174
2023-03-18T00:00+00:00,10.3,4.427,48.224236,16.350174
2023-03-19T00:00+00:00,7.8,3.536,48.224236,16.350174
2023-03-20T00:00+00:00,8.3,4.149,48.224236,16.350174
2023-03-21T00:00+00:00,8.5,3.578,48.224236,16.350174
2023-03-22T00:00+00:00,9.5,4.396,48.224236,16.350174
2023-03-23T00:00+00:00,7.8,3.918,48.224236,16.350174
2023-03-24T00:00+00:00,4.0,2.544,48.224236,16.350174
2023-03-25T00:00+00:00,3.5,2.66,48.224236,16.350174
2023-03-26T00:00+00:00,6.0,3.635,48.224236,16.350174
2023-03-27T00:00+00:00,3.0,2.936,48.224236,16.350174
2023-03-28T00:00+00:00,6.5,3.766,48.224236,16.350174
2023-03-29T00:00+00:00,2.5,3.282,48.224236,16.350174
2023-03-30T00:00+00:00,3.3,2.783,48.224236,16.350174
2023-03-31T00:00+00:00,4.0,3.534,48.224236,16.350174
2023-04-01T00:00+00:00,10.5,4.315,48.224236,16.350174
2023-04-02T00:00+00:00,3.8,3.189,48.224236,16.350174
2023-04-03T00:00+00:00,9.3,4.304,48.224236,16.350174
2023-04-04T00:00+00:00,11.5,5.926,48.224236,16.350174
2023-04-05T00:00+00:00,11.3,5.357,48.224236,16.350174
2023-04-06T00:00+00:00,11.0,5.895,48.224236,16.350174
2023-04-07T00:00+00:00,4.8,3.867,48.224236,16.350174
2023-04-08T00:00+00:00,2.0,3.769,48.224236,16.350174
2023-04-09T00:00+00:00,5.0,4.365,48.224236,16.350174
2023-04-10T00:00+00:00,11.8,6.012,48.224236,16.350174
2023-04-11T00:00+00:00,3.8,3.522,48.224236,16.350174
2023-04-12T00:00+00:00,8.8,5.315,48.224236,16.350174
2023-04-13T00:00+00:00,3.8,3.478,48.224236,16.350174
2023-04-14T00:00+00:00,0.0,1.999,48.224236,16.350174
2023-04-15T00:00+00:00,4.5,3.751,48.224236,16.350174
2023-04-16T00:00+00:00,3.3,3.84,48.224236,16.350174
2023-04-17T00:00+00:00,10.5,6.424,48.224236,16.350174
2023-04-18T00:00+00:00,5.8,4.022,48.224236,16.350174
2023-04-19T00:00+00:00,2.8,3.698,48.224236,16.350174
2023-04-20T00:00+00:00,11.8,6.388,48.224236,16.350174
2023-04-21T00:00+00:00,12.5,7.2,48.224236,16.350174
2023-04-22T00:00+00:00,12.5,6.804,48.224236,16.350174
2023-04-23T00:00+00:00,10.8,6.328,48.224236,16.350174
2023-04-24T00:00+00:00,2.0,3.459,48.224236,16.350174
2023-04-25T00:00+00:00,9.5,5.724,48.224236,16.350174
2023-04-26T00:00+00:00,10.8,5.855,48.224236,16.350174
2023-04-27T00:00+00:00,10.8,6.425,48.224236,16.350174
2023-04-28T00:00+00:00,7.0,6.018,48.224236,16.350174
2023-04-29T00:00+00:00,5.8,4.699,48.224236,16.350174
2023-04-30T00:00+00:00,12.3,5.909,48.224236,16.350174
2023-05-01T00:00+00:00,12.0,7.374,48.224236,16.350174
2023-05-02T00:00+00:00,4.0,4.288,48.224236,16.350174
2023-05-03T00:00+00:00,9.3,5.802,48.224236,16.350174
2023-05-04T00:00+00:00,12.8,7.355,48.224236,16.350174
2023-05-05T00:00+00:00,12.8,7.39,48.224236,16.350174
2023-05-06T00:00+00:00,10.5,6.428,48.224236,16.350174
2023-05-07T00:00+00:00,12.3,6.35,48.224236,16.350174
2023-05-08T00:00+00:00,12.8,7.969,48.224236,16.350174
2023-05-09T00:00+00:00,13.0,7.674,48.224236,16.350174
2023-05-10T00:00+00:00,13.0,7.303,48.224236,16.350174
2023-05-11T00:00+00:00,11.0,6.283,48.224236,16.350174
2023-05-12T00:00+00:00,0.3,3.627,48.224236,16.350174
2023-05-13T00:00+00:00,10.8,5.041,48.224236,16.350174
2023-05-14T00:00+00:00,0.3,2.334,48.224236,16.350174
2023-05-15T00:00+00:00,12.3,6.333,48.224236,16.350174
2023-05-16T00:00+00:00,0.5,2.777,48.224236,16.350174
2023-05-17T00:00+00:00,1.3,3.102,48.224236,16.350174
2023-05-18T00:00+00:00,5.5,4.635,48.224236,16.350174
2023-05-19T00:00+00:00,11.3,6.988,48.224236,16.350174
2023-05-20T00:00+00:00,12.5,7.622,48.224236,16.350174
2023-05-21T00:00+00:00,13.5,7.522,48.224236,16.350174
2023-05-22T00:00+00:00,13.5,7.376,48.224236,16.350174
2023-05-23T00:00+00:00,9.5,6.641,48.224236,16.350174
2023-05-24T00:00+00:00,12.0,7.561,48.224236,16.350174
2023-05-25T00:00+00:00,13.8,7.486,48.224236,16.350174
2023-05-26T00:00+00:00,13.5,7.307,48.224236,16.350174
2023-05-27T00:00+00:00,13.8,7.627,48.224236,16.350174
2023-05-28T00:00+00:00,14.0,7.491,48.224236,16.350174
2023-05-29T00:00+00:00,14.0,7.806,48.224236,16.350174
2023-05-30T00:00+00:00,11.3,7.018,48.224236,16.350174
2023-05-31T00:00+00:00,13.8,7.476,48.224236,16.350174
2023-06-01T00:00+00:00,14.0,7.82,48.224236,16.350174
2023-06-02T00:00+00:00,13.5,7.907,48.224236,16.350174
2023-06-03T00:00+00:00,14.0,8.265,48.224236,16.350174
2023-06-04T00:00+00:00,7.3,5.553,48.224236,16.350174
2023-06-05T00:00+00:00,7.5,5.158,48.224236,16.350174
2023-06-06T00:00+00:00,8.5,5.226,48.224236,16.350174
2023-06-07T00:00+00:00,5.3,4.469,48.224236,16.350174
2023-06-08T00:00+00:00,9.0,5.061,48.224236,16.350174
2023-06-09T00:00+00:00,7.3,4.601,48.224236,16.350174
2023-06-10T00:00+00:00,10.0,4.934,48.224236,16.350174
2023-06-11T00:00+00:00,13.3,5.367,48.224236,16.350174
